run_id,timestamp_utc,raw,template,variables,parsed,var_count
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:52.679705+00:00,[TOOL_IDENTIFICATION],[TOOL_IDENTIFICATION],{},0,0
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:52.748309+00:00,ToolID              = EQP_CT_001,ToolID = <EQP_ID>,"{""var_0"": ""<EQP_ID>""}",1,1
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:52.825785+00:00,ToolType            = Single_Wafer_Wet_Clean,ToolType = Single_Wafer_Wet_Clean,{},0,0
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:52.888288+00:00,Vendor              = CleanTech Systems,Vendor = CleanTech Systems,{},0,0
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:52.948954+00:00,ProcessType         = Wet_Clean_SC1_SC2_HF,ProcessType = Wet_Clean_SC1_SC2_HF,{},0,0
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:53.011569+00:00,SoftwareVersion     = VER_WC_6.1.3,SoftwareVersion = <VERSION>,"{""var_0"": ""<VERSION>""}",1,1
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:53.074497+00:00,NetworkAddress      = NET_CT_001,NetworkAddress = <NET_ID>,"{""var_0"": ""<NET_ID>""}",1,1
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:53.137999+00:00,ExpirationDate      = 2027-11-30,ExpirationDate = <DATE>,"{""var_0"": ""<DATE>""}",1,1
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:53.198814+00:00,GeneratedBy         = CREATOR_CT_001,GeneratedBy = <CREATOR_ID>,"{""var_0"": ""<CREATOR_ID>""}",1,1
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:53.261817+00:00,GeneratedAt         = 2026-02-18T11:00:00Z,GeneratedAt = <ISO_TS>,"{""var_0"": ""<ISO_TS>""}",1,1
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:53.324033+00:00,[EQUIPMENT_CONSTANTS],[EQUIPMENT_CONSTANTS],{},0,0
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:53.386005+00:00,CT_EC_001 = NAME_0001 | ml/min | Float | 1500.0 | DIW Rinse Flow Rate,<EC_ID> = <NAME_TOKEN> | ml/min | Float | <FLOAT> | DIW Rinse Flow Rate,"{""EC_ID"": ""CT_EC_001"", ""NAME_TOKEN"": ""NAME_0001"", ""FLOAT"": ""1500.0""}",1,3
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:53.448402+00:00,CT_EC_002 = NAME_0002 | rpm    | Float | 500.0  | Spin Speed - Chemical,<EC_ID> = <NAME_TOKEN> | <*> | Float | <FLOAT> | <*> <*> <*> <*>,"{""EC_ID"": ""CT_EC_002"", ""NAME_TOKEN"": ""NAME_0002"", ""*"": ""Chemical"", ""FLOAT"": ""500.0 ""}",1,4
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:53.511417+00:00,CT_EC_003 = NAME_0003 | rpm    | Float | 2000.0 | Spin Speed - Rinse,<EC_ID> = <NAME_TOKEN> | <*> | Float | <FLOAT> | <*> <*> <*> <*>,"{""EC_ID"": ""CT_EC_003"", ""NAME_TOKEN"": ""NAME_0003"", ""*"": ""Rinse"", ""FLOAT"": ""2000.0""}",1,4
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:53.573416+00:00,CT_EC_004 = NAME_0004 | rpm    | Float | 3000.0 | Spin Speed - Dry,<EC_ID> = <NAME_TOKEN> | <*> | Float | <FLOAT> | <*> <*> <*> <*>,"{""EC_ID"": ""CT_EC_004"", ""NAME_TOKEN"": ""NAME_0004"", ""*"": ""Dry"", ""FLOAT"": ""3000.0""}",1,4
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:53.636574+00:00,CT_EC_005 = NAME_0005 | °C     | Float | 65.0   | SC1 Bath Temperature,<EC_ID> = <NAME_TOKEN> | °C | Float | <FLOAT> | SC1 Bath Temperature,"{""var_0"": ""<EC_ID>"", ""var_1"": ""<NAME_TOKEN>"", ""var_2"": ""<FLOAT>""}",1,3
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:53.697554+00:00,CT_EC_006 = NAME_0006 | °C     | Float | 25.0   | HF Bath Temperature,<EC_ID> = <NAME_TOKEN> | °C | Float | <FLOAT> | <*> Bath Temperature,"{""var_0"": ""<EC_ID>"", ""var_1"": ""<NAME_TOKEN>"", ""var_2"": ""<FLOAT>"", ""var_3"": ""<*>""}",1,4
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:53.760667+00:00,CT_EC_007 = NAME_0007 | %      | Float | 0.5    | HF Concentration,<EC_ID> = <NAME_TOKEN> | % | Float | <FLOAT> | HF Concentration,"{""var_0"": ""<EC_ID>"", ""var_1"": ""<NAME_TOKEN>"", ""var_2"": ""<FLOAT>""}",1,3
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:53.825148+00:00,CT_EC_008 = NAME_0008 | %      | Float | 29.0   | NH4OH Concentration,<EC_ID> = <NAME_TOKEN> | % | Float | <FLOAT> | <*> Concentration,"{""var_0"": ""<EC_ID>"", ""var_1"": ""<NAME_TOKEN>"", ""var_2"": ""<FLOAT>"", ""var_3"": ""<*>""}",1,4
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:53.887652+00:00,CT_EC_009 = NAME_0009 | %      | Float | 30.0   | H2O2 Concentration,<EC_ID> = <NAME_TOKEN> | % | Float | <FLOAT> | <*> Concentration,"{""var_0"": ""<EC_ID>"", ""var_1"": ""<NAME_TOKEN>"", ""var_2"": ""<FLOAT>"", ""var_3"": ""<*>""}",1,4
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:53.946383+00:00,CT_EC_010 = NAME_0010 | s      | Float | 30.0   | Megasonic Duration,<EC_ID> = <NAME_TOKEN> | <*> | Float | <FLOAT> | <*> <*>,"{""EC_ID"": ""CT_EC_010"", ""NAME_TOKEN"": ""NAME_0010"", ""*"": ""Duration"", ""FLOAT"": ""30.0  ""}",1,4
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:54.009854+00:00,CT_EC_011 = NAME_0011 | W      | Float | 600.0  | Megasonic Power,<EC_ID> = <NAME_TOKEN> | <*> | Float | <FLOAT> | <*> <*>,"{""EC_ID"": ""CT_EC_011"", ""NAME_TOKEN"": ""NAME_0011"", ""*"": ""Power"", ""FLOAT"": ""600.0 ""}",1,4
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:54.071927+00:00,CT_EC_012 = NAME_0012 | wafers | Integer | 1000 | DIW Filter Change Interval,<EC_ID> = <NAME_TOKEN> | <*> | <*> | <*> | <*> <*> <*> <*>,"{""EC_ID"": ""CT_EC_012"", ""NAME_TOKEN"": ""NAME_0012"", ""*"": ""Interval""}",1,3
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:54.134120+00:00,CT_EC_013 = NAME_0013 | ppb    | Float | 1.0    | DIW TOC Limit,<EC_ID> = <NAME_TOKEN> | <*> | Float | <FLOAT> | <*> <*> <*>,"{""EC_ID"": ""CT_EC_013"", ""NAME_TOKEN"": ""NAME_0013"", ""*"": ""Limit"", ""FLOAT"": ""1.0   ""}",1,4
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:54.198636+00:00,CT_EC_014 = NAME_0014 | MΩ·cm | Float | 18.0   | DIW Resistivity Minimum,<EC_ID> = <NAME_TOKEN> | <*> | Float | <FLOAT> | <*> <*> <*>,"{""EC_ID"": ""CT_EC_014"", ""NAME_TOKEN"": ""NAME_0014"", ""*"": ""Minimum"", ""FLOAT"": ""18.0  ""}",1,4
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:54.262121+00:00,CT_EC_015 = NAME_0015 | #/cm2  | Float | 0.05   | Particle Adder Spec (>45nm),<EC_ID> = <NAME_TOKEN> | <*> | <*> | <*> | <*> <*> <*> <*>,"{""EC_ID"": ""CT_EC_015"", ""NAME_TOKEN"": ""NAME_0015"", ""*"": ""(>45nm)""}",1,3
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:54.324088+00:00,[CHEMICAL_SUPPLY],[CHEMICAL_SUPPLY],{},0,0
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:54.388277+00:00,SC1_RATIO_NH4OH_H2O2_H2O = 1:1:5,SC1_RATIO_NH4OH_H2O2_H2O = 1:1:5,{},0,0
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:54.452826+00:00,SC2_RATIO_HCL_H2O2_H2O   = 1:1:6,SC2_RATIO_HCL_H2O2_H2O = 1:1:6,{},0,0
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:54.512296+00:00,HF_DILUTE_RATIO_HF_H2O   = 1:200,HF_DILUTE_RATIO_HF_H2O = 1:200,{},0,0
run_vendor8_cleantech_machine_constants_20260521T045838_42,2026-05-21T04:58:54.572882+00:00,SPM_RATIO_H2SO4_H2O2      = 4:1,SPM_RATIO_H2SO4_H2O2 = 4:1,{},0,0
